date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,hour,month_day,weekday,month,year
2013-02-27 14:00:00,0,56,68,0,0,1,1,274.62,0.0,0.0,75,Haze,haze,5199,14,27,3,2,2013
2013-02-27 15:00:00,0,240,73,3,160,4,4,274.6,0.0,0.0,90,Clouds,overcast clouds,5763,15,27,3,2,2013
2013-02-27 16:00:00,0,233,73,1,196,2,2,274.65,0.0,0.0,75,Clouds,broken clouds,6688,16,27,3,2,2013
2013-02-27 17:00:00,0,293,73,2,140,4,4,274.56,0.0,0.0,90,Clouds,overcast clouds,6178,17,27,3,2,2013
2013-02-27 18:00:00,0,46,73,3,150,6,6,274.1,0.0,0.0,90,Clouds,overcast clouds,4580,18,27,3,2,2013
2013-02-27 19:00:00,0,37,84,1,313,7,7,273.87,0.0,0.0,90,Clouds,overcast clouds,3395,19,27,3,2,2013
2013-02-27 20:00:00,0,167,90,2,336,5,5,274.09,0.0,0.0,90,Clouds,overcast clouds,3056,20,27,3,2,2013
2013-02-27 21:00:00,0,231,85,5,110,8,8,273.39,0.0,0.0,90,Clouds,overcast clouds,2642,21,27,3,2,2013
2013-02-27 22:00:00,0,18,94,2,244,7,7,272.5,0.0,0.0,90,Clouds,overcast clouds,1771,22,27,3,2,2013
2013-02-27 23:00:00,0,79,92,3,130,7,7,272.08,0.0,0.0,90,Clouds,overcast clouds,1150,23,27,3,2,2013
2013-02-28 00:00:00,0,75,86,3,110,2,2,271.61,0.0,0.0,75,Clouds,broken clouds,659,0,28,4,2,2013
2013-02-28 01:00:00,0,104,50,3,97,6,6,271.39,0.0,0.0,90,Clouds,overcast clouds,325,1,28,4,2,2013
2013-02-28 02:00:00,0,190,50,3,150,1,1,271.3,0.0,0.0,90,Clouds,overcast clouds,256,2,28,4,2,2013
2013-02-28 03:00:00,0,79,21,2,100,8,8,271.22,0.0,0.0,90,Clouds,overcast clouds,335,3,28,4,2,2013
2013-02-28 04:00:00,0,243,80,2,30,3,3,271.21,0.0,0.0,90,Clouds,overcast clouds,767,4,28,4,2,2013
2013-02-28 05:00:00,0,270,64,1,0,9,9,271.18,0.0,0.0,90,Clouds,overcast clouds,2579,5,28,4,2,2013
2013-02-28 06:00:00,0,29,60,0,0,8,8,271.04,0.0,0.0,90,Clouds,overcast clouds,5853,6,28,4,2,2013
2013-02-28 07:00:00,0,195,64,0,110,5,5,270.96,0.0,0.0,90,Clouds,overcast clouds,7029,7,28,4,2,2013
2013-02-28 13:00:00,0,73,69,1,220,3,3,276.25,0.0,0.0,75,Clouds,broken clouds,5242,13,28,4,2,2013
2013-02-28 14:00:00,0,187,69,0,0,8,8,276.94,0.0,0.0,75,Clouds,broken clouds,5709,14,28,4,2,2013
2013-02-28 15:00:00,0,244,47,2,134,7,7,276.74,0.0,0.0,75,Clouds,broken clouds,6356,15,28,4,2,2013
2013-02-28 16:00:00,0,259,47,1,210,8,8,276.08,0.0,0.0,90,Clouds,overcast clouds,6721,16,28,4,2,2013
2013-02-28 17:00:00,0,49,69,3,200,6,6,275.0,0.0,0.0,90,Clouds,overcast clouds,6304,17,28,4,2,2013
2013-02-28 18:00:00,0,296,85,2,148,3,3,273.65,0.0,0.0,90,Clouds,overcast clouds,4858,18,28,4,2,2013
2013-02-28 19:00:00,0,268,74,1,260,9,9,272.48,0.0,0.0,90,Clouds,overcast clouds,3677,19,28,4,2,2013
2013-02-28 20:00:00,0,249,74,1,270,6,6,271.84,0.0,0.0,90,Clouds,overcast clouds,3048,20,28,4,2,2013
2013-02-28 21:00:00,0,81,37,0,135,9,9,271.35,0.0,0.0,75,Clouds,broken clouds,3465,21,28,4,2,2013
2013-02-28 22:00:00,0,39,37,0,0,7,7,270.79,0.0,0.0,90,Clouds,overcast clouds,2191,22,28,4,2,2013
2013-02-28 23:00:00,0,38,80,3,250,4,4,270.79,0.0,0.0,90,Clouds,overcast clouds,1336,23,28,4,2,2013
2013-03-01 00:00:00,0,96,83,3,189,5,5,270.71,0.0,0.0,75,Clouds,broken clouds,713,0,1,5,3,2013
2013-03-01 01:00:00,0,117,80,2,360,2,2,270.89,0.0,0.0,75,Clouds,broken clouds,395,1,1,5,3,2013
2013-03-01 02:00:00,0,39,80,2,30,8,8,271.28,0.0,0.0,90,Clouds,overcast clouds,345,2,1,5,3,2013
2013-03-01 03:00:00,0,55,80,2,25,6,6,271.66,0.0,0.0,90,Clouds,overcast clouds,357,3,1,5,3,2013
2013-03-01 04:00:00,0,146,80,2,20,1,1,271.71,0.0,0.0,90,Clouds,overcast clouds,748,4,1,5,3,2013
2013-03-01 05:00:00,0,272,86,3,40,6,6,271.71,0.0,0.0,90,Clouds,overcast clouds,2433,5,1,5,3,2013
2013-03-01 06:00:00,0,72,83,3,60,4,4,271.52,0.0,0.0,90,Clouds,overcast clouds,5452,6,1,5,3,2013
2013-03-01 07:00:00,0,53,80,3,80,9,9,271.48,0.0,0.0,90,Clouds,overcast clouds,6864,7,1,5,3,2013
2013-03-01 08:00:00,0,260,86,3,70,5,5,271.34,0.0,0.0,90,Clouds,overcast clouds,6144,8,1,5,3,2013
2013-03-01 10:00:00,0,216,86,3,60,6,6,271.1,0.0,0.0,90,Snow,heavy snow,4861,10,1,5,3,2013
2013-03-01 11:00:00,0,68,86,3,50,7,7,271.25,0.0,0.0,90,Snow,heavy snow,5373,11,1,5,3,2013
2013-03-01 12:00:00,0,215,86,4,40,5,5,271.52,0.0,0.0,90,Snow,heavy snow,5692,12,1,5,3,2013
2013-03-01 13:00:00,0,93,86,4,35,3,3,271.75,0.0,0.0,90,Clouds,overcast clouds,5626,13,1,5,3,2013
2013-03-01 14:00:00,0,22,86,4,30,9,9,271.7,0.0,0.0,90,Clouds,overcast clouds,5803,14,1,5,3,2013
2013-03-01 15:00:00,0,246,86,4,60,4,4,271.65,0.0,0.0,90,Clouds,overcast clouds,6453,15,1,5,3,2013
2013-03-01 16:00:00,0,167,43,4,45,4,4,271.28,0.0,0.0,90,Clouds,overcast clouds,6570,16,1,5,3,2013
2013-03-01 17:00:00,0,113,86,5,30,9,9,270.99,0.0,0.0,90,Clouds,overcast clouds,6296,17,1,5,3,2013
2013-03-01 18:00:00,0,52,92,3,360,4,4,270.64,0.0,0.0,90,Clouds,overcast clouds,5252,18,1,5,3,2013
2013-03-01 19:00:00,0,188,85,4,350,1,1,270.15,0.0,0.0,90,Clouds,overcast clouds,4210,19,1,5,3,2013
2013-03-01 20:00:00,0,273,92,5,360,5,5,269.98,0.0,0.0,90,Clouds,overcast clouds,3382,20,1,5,3,2013
2013-03-01 21:00:00,0,252,92,0,347,6,6,269.25,0.0,0.0,90,Clouds,overcast clouds,3235,21,1,5,3,2013
2013-03-01 22:00:00,0,46,79,4,358,5,5,268.75,0.0,0.0,90,Clouds,overcast clouds,2689,22,1,5,3,2013
2013-03-01 23:00:00,0,259,85,5,360,9,9,268.32,0.0,0.0,90,Clouds,overcast clouds,1805,23,1,5,3,2013
2013-03-02 00:00:00,0,129,85,3,10,4,4,268.18,0.0,0.0,90,Clouds,overcast clouds,1082,0,2,6,3,2013
2013-03-02 01:00:00,0,201,85,3,180,8,8,268.09,0.0,0.0,90,Clouds,overcast clouds,712,1,2,6,3,2013
2013-03-02 02:00:00,0,71,85,4,350,1,1,267.99,0.0,0.0,90,Clouds,overcast clouds,587,2,2,6,3,2013
2013-03-02 03:00:00,0,219,85,3,340,9,9,267.99,0.0,0.0,90,Clouds,overcast clouds,379,3,2,6,3,2013
2013-03-02 04:00:00,0,61,82,3,330,2,2,267.6,0.0,0.0,90,Snow,heavy snow,371,4,2,6,3,2013
2013-03-02 05:00:00,0,219,80,3,320,1,1,267.9,0.0,0.0,90,Clouds,overcast clouds,661,5,2,6,3,2013
2013-03-02 06:00:00,0,288,78,4,310,6,6,267.95,0.0,0.0,90,Clouds,overcast clouds,1269,6,2,6,3,2013
2013-03-02 07:00:00,0,211,68,3,325,8,8,268.04,0.0,0.0,90,Clouds,overcast clouds,2098,7,2,6,3,2013
2013-03-02 08:00:00,0,148,58,3,340,9,9,268.31,0.0,0.0,90,Clouds,overcast clouds,3092,8,2,6,3,2013
2013-03-02 10:00:00,0,28,58,3,290,6,6,269.21,0.0,0.0,90,Clouds,overcast clouds,4397,10,2,6,3,2013
2013-03-02 11:00:00,0,104,66,4,244,1,1,269.6,0.0,0.0,90,Clouds,overcast clouds,4747,11,2,6,3,2013
2013-03-02 12:00:00,0,139,75,4,198,4,4,269.95,0.0,0.0,90,Clouds,overcast clouds,5219,12,2,6,3,2013
2013-03-02 13:00:00,0,114,57,3,310,9,9,270.46,0.0,0.0,90,Clouds,overcast clouds,5190,13,2,6,3,2013
2013-03-02 14:00:00,0,206,73,5,231,1,1,271.11,0.0,0.0,75,Clouds,broken clouds,4935,14,2,6,3,2013
2013-03-02 15:00:00,0,269,62,4,310,7,7,271.44,0.0,0.0,75,Clouds,broken clouds,4921,15,2,6,3,2013
2013-03-02 16:00:00,0,48,57,4,290,3,3,271.53,0.0,0.0,75,Clouds,broken clouds,4754,16,2,6,3,2013
2013-03-02 17:00:00,0,140,75,4,202,2,2,271.12,0.0,0.0,40,Clouds,scattered clouds,4588,17,2,6,3,2013
2013-03-02 18:00:00,0,163,72,2,260,9,9,269.74,0.0,0.0,40,Clouds,scattered clouds,4533,18,2,6,3,2013
2013-03-02 19:00:00,0,50,61,4,300,5,5,268.65,0.0,0.0,20,Clouds,few clouds,3440,19,2,6,3,2013
2013-03-02 20:00:00,0,131,70,4,225,4,4,267.81,0.0,0.0,20,Clouds,few clouds,2958,20,2,6,3,2013
2013-03-02 21:00:00,0,253,66,4,320,2,2,266.46,0.0,0.0,1,Clear,sky is clear,3342,21,2,6,3,2013
2013-03-02 22:00:00,0,254,66,3,323,7,7,265.56,0.0,0.0,1,Clear,sky is clear,3961,22,2,6,3,2013
2013-03-02 23:00:00,0,153,76,3,235,2,2,264.63,0.0,0.0,1,Clear,sky is clear,2149,23,2,6,3,2013
2013-03-03 01:00:00,0,195,66,2,330,4,4,262.42,0.0,0.0,1,Clear,sky is clear,795,1,3,7,3,2013
2013-03-03 02:00:00,0,44,65,2,10,8,8,261.8,0.0,0.0,1,Clear,sky is clear,666,2,3,7,3,2013
2013-03-03 04:00:00,0,220,68,1,5,3,3,260.04,0.0,0.0,1,Clear,sky is clear,277,4,3,7,3,2013
2013-03-03 05:00:00,0,42,71,0,0,6,6,259.16,0.0,0.0,1,Clear,sky is clear,449,5,3,7,3,2013
2013-03-03 06:00:00,0,168,71,1,23,8,8,258.88,0.0,0.0,1,Clear,sky is clear,697,6,3,7,3,2013
2013-03-03 07:00:00,0,201,79,4,115,9,9,258.2,0.0,0.0,1,Clear,sky is clear,1039,7,3,7,3,2013
2013-03-03 08:00:00,0,172,71,3,70,2,2,260.09,0.0,0.0,1,Clear,sky is clear,1827,8,3,7,3,2013
2013-03-03 09:00:00,0,261,65,4,90,9,9,263.31,0.0,0.0,1,Clear,sky is clear,2660,9,3,7,3,2013
2013-03-03 10:00:00,0,48,93,6,204,6,6,265.82,0.0,0.0,1,Clear,sky is clear,3322,10,3,7,3,2013
2013-03-03 11:00:00,0,140,93,6,235,4,4,267.92,0.0,0.0,1,Clear,sky is clear,3688,11,3,7,3,2013
2013-03-03 12:00:00,0,105,57,4,110,2,2,269.05,0.0,0.0,1,Clear,sky is clear,4300,12,3,7,3,2013
2013-03-03 13:00:00,0,150,73,5,193,8,8,270.22,0.0,0.0,1,Clear,sky is clear,4173,13,3,7,3,2013
2013-03-03 14:00:00,0,279,53,5,120,8,8,270.88,0.0,0.0,1,Clear,sky is clear,4348,14,3,7,3,2013
2013-03-03 15:00:00,0,178,49,4,110,6,6,271.34,0.0,0.0,20,Clouds,few clouds,4348,15,3,7,3,2013
2013-03-03 16:00:00,0,284,69,6,195,5,5,271.55,0.0,0.0,75,Clouds,broken clouds,4356,16,3,7,3,2013
2013-03-03 17:00:00,0,108,53,4,110,1,1,270.99,0.0,0.0,75,Clouds,broken clouds,3882,17,3,7,3,2013
2013-03-03 18:00:00,0,70,62,5,110,9,9,269.81,0.0,0.0,40,Clouds,scattered clouds,3635,18,3,7,3,2013
2013-03-03 19:00:00,0,226,62,5,110,9,9,269.09,0.0,0.0,40,Clouds,scattered clouds,2890,19,3,7,3,2013
2013-03-03 20:00:00,0,86,62,5,110,5,5,268.96,0.0,0.0,90,Clouds,overcast clouds,2453,20,3,7,3,2013
2013-03-03 21:00:00,0,217,58,3,130,1,1,268.62,0.0,0.0,75,Clouds,broken clouds,3714,21,3,7,3,2013
2013-03-03 22:00:00,0,54,60,3,135,8,8,268.31,0.0,0.0,90,Clouds,overcast clouds,2229,22,3,7,3,2013
2013-03-03 23:00:00,0,211,63,4,140,3,3,268.16,0.0,0.0,90,Clouds,overcast clouds,1051,23,3,7,3,2013
2013-03-04 00:00:00,0,219,68,7,130,2,2,267.94,0.0,0.0,90,Clouds,overcast clouds,511,0,4,1,3,2013
2013-03-04 01:00:00,0,144,76,8,216,9,9,266.74,0.0,0.0,75,Clouds,broken clouds,316,1,4,1,3,2013
2013-03-04 02:00:00,0,31,74,8,130,3,3,266.31,0.0,0.0,40,Clouds,scattered clouds,256,2,4,1,3,2013
2013-03-04 04:00:00,0,69,79,7,140,8,8,266.17,0.0,0.0,90,Clouds,overcast clouds,797,4,4,1,3,2013
2013-03-04 05:00:00,0,68,89,6,223,1,1,265.9,0.0,0.0,75,Clouds,broken clouds,2611,5,4,1,3,2013
2013-03-04 07:00:00,0,240,100,4,140,9,9,265.46,0.0,0.0,75,Clouds,broken clouds,5281,7,4,1,3,2013
2013-03-04 08:00:00,0,294,92,4,150,1,1,266.21,0.0,0.0,75,Clouds,broken clouds,4318,8,4,1,3,2013
2013-03-04 10:00:00,0,192,92,4,160,1,1,269.62,0.0,0.0,40,Clouds,scattered clouds,3826,10,4,1,3,2013
2013-03-04 11:00:00,0,110,92,4,170,6,6,270.89,0.0,0.0,20,Clouds,few clouds,3892,11,4,1,3,2013
2013-03-04 13:00:00,0,123,92,3,210,9,9,272.76,0.0,0.0,40,Clouds,scattered clouds,4197,13,4,1,3,2013
2013-03-04 14:00:00,0,51,85,5,245,4,4,272.89,0.0,0.0,75,Clouds,broken clouds,4630,14,4,1,3,2013
2013-03-04 15:00:00,0,38,79,7,280,4,4,273.08,0.0,0.0,75,Clouds,broken clouds,5194,15,4,1,3,2013
2013-03-04 16:00:00,0,286,73,8,260,3,3,273.21,0.0,0.0,75,Clouds,broken clouds,6235,16,4,1,3,2013
2013-03-04 17:00:00,0,106,81,7,280,6,6,272.42,0.0,0.0,75,Clouds,broken clouds,5549,17,4,1,3,2013
2013-03-04 18:00:00,0,200,79,7,260,2,2,271.52,0.0,0.0,75,Clouds,broken clouds,3913,18,4,1,3,2013
2013-03-04 19:00:00,0,47,72,9,270,6,6,270.95,0.0,0.0,75,Clouds,broken clouds,2617,19,4,1,3,2013
2013-03-04 20:00:00,0,216,69,10,270,1,1,270.87,0.0,0.0,75,Clouds,broken clouds,2093,20,4,1,3,2013
2013-03-04 21:00:00,0,203,67,10,270,6,6,270.77,0.0,0.0,90,Clouds,overcast clouds,1776,21,4,1,3,2013
2013-03-04 22:00:00,0,149,72,9,260,9,9,270.59,0.0,0.0,90,Clouds,overcast clouds,1343,22,4,1,3,2013
2013-03-04 23:00:00,0,298,73,8,287,7,7,270.59,0.0,0.0,90,Clouds,overcast clouds,2298,23,4,1,3,2013
2013-03-05 01:00:00,0,266,72,8,270,5,5,270.63,0.0,0.0,90,Clouds,overcast clouds,438,1,5,2,3,2013
2013-03-05 02:00:00,0,234,78,8,270,5,5,270.26,0.0,0.0,90,Clouds,overcast clouds,289,2,5,2,3,2013
2013-03-05 03:00:00,0,37,72,10,290,3,3,269.79,0.0,0.0,90,Clouds,overcast clouds,369,3,5,2,3,2013
2013-03-05 04:00:00,0,199,72,11,280,4,4,270.02,0.0,0.0,90,Clouds,overcast clouds,848,4,5,2,3,2013
2013-03-05 05:00:00,0,254,78,7,280,7,7,269.59,0.0,0.0,90,Snow,heavy snow,2410,5,5,2,3,2013
2013-03-05 07:00:00,0,58,72,7,290,6,6,268.85,0.0,0.0,90,Snow,heavy snow,3865,7,5,2,3,2013
2013-03-05 07:00:00,0,213,72,8,290,8,8,268.85,0.0,0.0,90,Mist,mist,3865,7,5,2,3,2013
2013-03-05 07:00:00,0,124,72,8,286,9,9,268.85,0.0,0.0,90,Snow,snow,3865,7,5,2,3,2013
2013-03-05 07:00:00,0,29,67,7,293,3,3,268.85,0.0,0.0,90,Fog,fog,3865,7,5,2,3,2013
2013-03-05 08:00:00,0,94,72,7,280,5,5,268.61,0.0,0.0,90,Snow,heavy snow,3380,8,5,2,3,2013
2013-03-05 08:00:00,0,262,78,7,280,9,9,268.61,0.0,0.0,90,Mist,mist,3380,8,5,2,3,2013
2013-03-05 10:00:00,0,61,77,5,270,6,6,268.79,0.0,0.0,90,Snow,heavy snow,2935,10,5,2,3,2013
2013-03-05 10:00:00,0,157,71,5,270,2,2,268.79,0.0,0.0,90,Mist,mist,2935,10,5,2,3,2013
2013-03-05 11:00:00,0,195,65,5,270,7,7,269.08,0.0,0.0,90,Snow,heavy snow,2885,11,5,2,3,2013
2013-03-05 13:00:00,0,182,66,6,270,1,1,269.46,0.0,0.0,90,Snow,heavy snow,3296,13,5,2,3,2013
2013-03-05 14:00:00,0,123,61,6,270,6,6,269.55,0.0,0.0,90,Snow,heavy snow,3900,14,5,2,3,2013
2013-03-05 16:00:00,0,11,56,5,250,4,4,269.46,0.0,0.0,90,Clouds,overcast clouds,4805,16,5,2,3,2013
2013-03-05 17:00:00,0,43,57,5,260,1,1,269.31,0.0,0.0,90,Clouds,overcast clouds,4520,17,5,2,3,2013
2013-03-05 19:00:00,0,291,52,6,270,6,6,268.9,0.0,0.0,90,Snow,heavy snow,2584,19,5,2,3,2013
2013-03-05 19:00:00,0,170,52,7,270,9,9,268.9,0.0,0.0,90,Mist,mist,2584,19,5,2,3,2013
2013-03-05 20:00:00,0,179,52,6,270,7,7,269.0,0.0,0.0,90,Snow,heavy snow,2176,20,5,2,3,2013
2013-03-05 20:00:00,0,103,44,7,280,2,2,269.0,0.0,0.0,90,Mist,mist,2176,20,5,2,3,2013
2013-03-05 22:00:00,0,257,44,6,280,8,8,268.72,0.0,0.0,90,Snow,heavy snow,1770,22,5,2,3,2013
2013-03-05 22:00:00,0,17,56,4,270,2,2,268.72,0.0,0.0,90,Mist,mist,1770,22,5,2,3,2013
2013-03-05 23:00:00,0,119,61,5,270,8,8,268.72,0.0,0.0,90,Snow,heavy snow,994,23,5,2,3,2013
2013-03-05 23:00:00,0,41,51,8,290,7,7,268.72,0.0,0.0,90,Mist,mist,994,23,5,2,3,2013
2013-03-05 23:00:00,0,60,51,8,290,6,6,268.72,0.0,0.0,90,Snow,snow,994,23,5,2,3,2013
2013-03-06 01:00:00,0,177,55,7,300,2,2,268.9,0.0,0.0,100,Clouds,overcast clouds,353,1,6,3,3,2013
2013-03-06 02:00:00,0,75,55,8,300,5,5,268.9,0.0,0.0,90,Snow,heavy snow,266,2,6,3,3,2013
2013-03-06 02:00:00,0,40,55,7,300,4,4,268.9,0.0,0.0,90,Mist,mist,266,2,6,3,3,2013
2013-03-06 02:00:00,0,21,60,6,290,8,8,268.9,0.0,0.0,90,Snow,snow,266,2,6,3,3,2013
2013-03-06 04:00:00,0,296,60,6,290,6,6,268.9,0.0,0.0,90,Snow,heavy snow,792,4,6,3,3,2013
2013-03-06 04:00:00,0,32,60,5,290,9,9,268.9,0.0,0.0,90,Mist,mist,792,4,6,3,3,2013
2013-03-06 04:00:00,0,170,65,6,290,4,4,268.9,0.0,0.0,90,Snow,snow,792,4,6,3,3,2013
2013-03-06 05:00:00,0,273,65,6,290,1,1,268.71,0.0,0.0,90,Snow,heavy snow,2542,5,6,3,3,2013
2013-03-06 05:00:00,0,199,55,5,300,2,2,268.71,0.0,0.0,90,Mist,mist,2542,5,6,3,3,2013
2013-03-06 05:00:00,0,250,65,6,280,6,6,268.71,0.0,0.0,90,Snow,snow,2542,5,6,3,3,2013
2013-03-06 05:00:00,0,89,60,5,280,2,2,268.71,0.0,0.0,90,Fog,fog,2542,5,6,3,3,2013
2013-03-06 07:00:00,0,280,51,5,290,3,3,268.62,0.0,0.0,90,Snow,heavy snow,6157,7,6,3,3,2013
2013-03-06 07:00:00,0,113,51,6,310,5,5,268.62,0.0,0.0,90,Mist,mist,6157,7,6,3,3,2013
2013-03-06 07:00:00,0,87,44,7,300,2,2,268.62,0.0,0.0,90,Snow,snow,6157,7,6,3,3,2013
2013-03-06 14:00:00,0,21,48,6,300,3,3,271.37,0.0,0.0,90,Snow,heavy snow,5393,14,6,3,3,2013
2013-03-06 14:00:00,0,292,48,6,300,9,9,271.37,0.0,0.0,90,Haze,haze,5393,14,6,3,3,2013
2013-03-06 15:00:00,0,120,48,7,290,4,4,271.52,0.0,0.0,90,Snow,heavy snow,5869,15,6,3,3,2013
2013-03-06 16:00:00,0,269,44,6,310,8,8,271.15,0.0,0.0,90,Snow,heavy snow,6720,16,6,3,3,2013
2013-03-06 17:00:00,0,205,48,6,280,5,5,270.76,0.0,0.0,90,Snow,heavy snow,6271,17,6,3,3,2013
2013-03-06 18:00:00,0,193,48,5,310,9,9,270.44,0.0,0.0,75,Snow,heavy snow,4906,18,6,3,3,2013
2013-03-06 19:00:00,0,155,66,3,270,5,5,269.72,0.0,0.0,75,Snow,heavy snow,3418,19,6,3,3,2013
2013-03-06 20:00:00,0,184,52,4,310,2,2,269.42,0.0,0.0,90,Clouds,overcast clouds,3072,20,6,3,3,2013
2013-03-06 21:00:00,0,209,61,4,280,4,4,268.66,0.0,0.0,90,Clouds,overcast clouds,2562,21,6,3,3,2013
2013-03-06 22:00:00,0,197,66,3,290,1,1,268.19,0.0,0.0,75,Clouds,broken clouds,1868,22,6,3,3,2013
2013-03-06 23:00:00,0,115,61,3,310,6,6,267.69,0.0,0.0,20,Clouds,few clouds,1335,23,6,3,3,2013
2013-03-07 01:00:00,0,82,66,2,300,3,3,267.31,0.0,0.0,90,Clouds,overcast clouds,359,1,7,4,3,2013
2013-03-07 02:00:00,0,281,60,1,300,7,7,267.31,0.0,0.0,90,Clouds,overcast clouds,295,2,7,4,3,2013
2013-03-07 03:00:00,0,223,66,0,0,9,9,267.44,0.0,0.0,90,Clouds,overcast clouds,327,3,7,4,3,2013
2013-03-07 04:00:00,0,195,71,0,0,1,1,266.86,0.0,0.0,90,Clouds,overcast clouds,782,4,7,4,3,2013
2013-03-07 05:00:00,0,149,77,0,0,2,2,266.83,0.0,0.0,90,Snow,heavy snow,2559,5,7,4,3,2013
2013-03-07 07:00:00,0,176,77,0,0,1,1,266.51,0.0,0.0,90,Clouds,overcast clouds,6920,7,7,4,3,2013
2013-03-07 08:00:00,0,152,84,0,0,2,2,266.9,0.0,0.0,90,Clouds,overcast clouds,6104,8,7,4,3,2013
2013-03-07 09:00:00,0,81,84,0,0,8,8,267.16,0.0,0.0,90,Snow,heavy snow,5239,9,7,4,3,2013
2013-03-07 13:00:00,0,156,77,0,0,5,5,269.8,0.0,0.0,90,Clouds,overcast clouds,5128,13,7,4,3,2013
2013-03-07 14:00:00,0,110,71,0,0,5,5,270.49,0.0,0.0,90,Clouds,overcast clouds,5452,14,7,4,3,2013
2013-03-07 15:00:00,0,94,61,0,0,4,4,270.77,0.0,0.0,20,Clouds,few clouds,6428,15,7,4,3,2013
2013-03-07 18:00:00,0,152,57,0,0,3,3,268.87,0.0,0.0,40,Clouds,scattered clouds,4818,18,7,4,3,2013
2013-03-07 20:00:00,0,204,53,1,10,9,9,266.28,0.0,0.0,20,Clouds,few clouds,3328,20,7,4,3,2013
2013-03-07 21:00:00,0,193,49,1,20,8,8,265.1,0.0,0.0,1,Clear,sky is clear,2934,21,7,4,3,2013
2013-03-07 22:00:00,0,76,49,0,0,3,3,264.05,0.0,0.0,1,Mist,mist,2457,22,7,4,3,2013
2013-03-07 23:00:00,0,231,45,2,360,8,8,262.97,0.0,0.0,1,Mist,mist,2621,23,7,4,3,2013
2013-03-08 00:00:00,0,271,49,0,0,6,6,262.3,0.0,0.0,1,Mist,mist,811,0,8,5,3,2013
2013-03-08 00:00:00,0,31,49,2,340,4,4,262.3,0.0,0.0,1,Fog,fog,811,0,8,5,3,2013
2013-03-08 02:00:00,0,175,53,2,310,9,9,260.21,0.0,0.0,20,Haze,haze,357,2,8,5,3,2013
2013-03-08 02:00:00,0,111,57,0,0,8,8,260.21,0.0,0.0,20,Fog,fog,357,2,8,5,3,2013
2013-03-08 03:00:00,0,119,62,0,0,5,5,259.73,0.0,0.0,40,Mist,mist,352,3,8,5,3,2013
2013-03-08 04:00:00,0,188,67,0,0,3,3,259.68,0.0,0.0,75,Mist,mist,722,4,8,5,3,2013
2013-03-08 04:00:00,0,176,67,0,0,9,9,259.68,0.0,0.0,75,Fog,fog,722,4,8,5,3,2013
2013-03-08 05:00:00,0,143,78,0,0,4,4,259.58,0.0,0.0,40,Mist,mist,2366,5,8,5,3,2013
2013-03-08 05:00:00,0,39,78,0,0,8,8,259.58,0.0,0.0,40,Fog,fog,2366,5,8,5,3,2013
2013-03-08 05:00:00,0,95,72,1,270,4,4,259.58,0.0,0.0,40,Haze,haze,2366,5,8,5,3,2013
2013-03-08 06:00:00,0,18,78,2,260,7,7,259.29,0.0,0.0,40,Mist,mist,5452,6,8,5,3,2013
2013-03-08 06:00:00,0,145,78,1,270,6,6,259.29,0.0,0.0,40,Haze,haze,5452,6,8,5,3,2013
2013-03-08 06:00:00,0,299,85,0,0,3,3,259.29,0.0,0.0,40,Fog,fog,5452,6,8,5,3,2013
2013-03-08 08:00:00,0,145,85,0,0,2,2,260.63,0.0,0.0,75,Mist,mist,5730,8,8,5,3,2013
2013-03-08 09:00:00,0,149,85,0,0,6,6,262.94,0.0,0.0,75,Mist,mist,5228,9,8,5,3,2013
2013-03-08 10:00:00,0,52,84,0,0,8,8,268.07,0.0,0.0,75,Mist,mist,4867,10,8,5,3,2013
2013-03-08 11:00:00,0,114,92,0,0,7,7,269.75,0.0,0.0,75,Clouds,broken clouds,5349,11,8,5,3,2013
2013-03-08 12:00:00,0,40,78,0,0,7,7,270.98,0.0,0.0,75,Clouds,broken clouds,5610,12,8,5,3,2013
2013-03-08 13:00:00,0,179,57,0,0,8,8,272.29,0.0,0.0,75,Clouds,broken clouds,5441,13,8,5,3,2013
2013-03-08 14:00:00,0,170,53,0,0,7,7,272.7,0.0,0.0,75,Clouds,broken clouds,5874,14,8,5,3,2013
2013-03-08 15:00:00,0,284,46,0,0,6,6,272.82,0.0,0.0,1,Clear,sky is clear,6023,15,8,5,3,2013
2013-03-08 17:00:00,0,262,46,0,0,5,5,272.37,0.0,0.0,75,Clouds,broken clouds,5836,17,8,5,3,2013
2013-03-08 18:00:00,0,228,46,0,0,5,5,271.65,0.0,0.0,1,Clear,sky is clear,4822,18,8,5,3,2013
2013-03-08 19:00:00,0,122,40,1,40,2,2,270.38,0.0,0.0,90,Clouds,overcast clouds,3795,19,8,5,3,2013
2013-03-08 20:00:00,0,229,40,0,0,4,4,270.12,0.0,0.0,75,Clouds,broken clouds,3302,20,8,5,3,2013
2013-03-08 21:00:00,0,192,40,0,0,7,7,269.54,0.0,0.0,1,Clear,sky is clear,3125,21,8,5,3,2013
2013-03-08 22:00:00,0,269,54,0,0,1,1,268.64,0.0,0.0,40,Clouds,scattered clouds,2648,22,8,5,3,2013
2013-03-08 23:00:00,0,21,54,2,320,1,1,267.96,0.0,0.0,20,Clouds,few clouds,3173,23,8,5,3,2013
